x,y,z, 
0.059570312,2.8993835,8.989319, 
0.054779053,2.8946075,9.104248, 
-0.08409119,2.7892609,9.267059, 
0.054779053,2.7844696,9.2287445, 
0.11703491,2.7940369,9.094666, 
0.07872009,2.8658752,8.955811, 
-0.07929993,2.813202,9.061157, 
-0.074523926,2.8084106,9.118607, 
-0.036209106,2.8084106,9.214386, 
-0.074523926,2.8036194,9.099457, 
-0.11282349,2.7892609,9.080307, 
-0.13676453,2.7317963,9.161713, 
-0.036209106,2.7557373,9.176071, 
-0.10324097,2.750946,9.204803, 
0.06436157,2.8036194,9.123398, 
-0.017059326,2.7796783,9.267059, 
0.054779053,2.7653198,9.15213, 
-0.026641846,2.774887,9.142563, 
-0.17507935,2.7317963,8.989334, 
-0.08409119,2.7892609,8.9318695, 
-0.1511383,2.7222137,9.185654, 
-0.08888245,2.7940369,9.147339, 
-0.012268066,2.8562927,9.123398, 
-0.026626587,2.8562927,9.295776, 
0.021255493,2.8515015,8.917496, 
-0.14155579,2.7557373,9.209595, 
-0.14634705,2.7988281,9.185654, 
0.06434631,2.8946075,9.161713, 
0.021255493,2.8898163,9.037216, 
-0.045791626,2.774887,8.821732, 
-0.026626587,2.7461548,8.994125, 
0.13618469,2.8706665,9.17128, 
0.16012573,2.8993988,9.3293, 
0.11224365,2.885025,9.07074, 
0.021255493,2.7892609,9.080307, 
-0.0026855469,2.8036194,9.142563, 
0.07872009,2.817978,9.099457, 
-0.0026855469,2.7988281,9.128189, 
0.12181091,2.885025,9.027634, 
0.17448425,2.908966,9.233536, 
0.10745239,2.8898163,9.051575, 
-0.036209106,2.7796783,9.113831, 
-0.026626587,2.750946,8.984543, 
-0.017059326,2.7844696,9.008484, 
0.040405273,2.7940369,9.195236, 
0.07872009,2.8515015,9.271835, 
0.10745239,2.8754425,9.123398, 
0.07392883,2.8562927,9.075516, 
-0.064941406,2.7605286,9.195236,
